Detector threshold: 0.999
Model Name: path_1_richardson_X2.h5
imageid, boundingbox_id, IOU, sourceimage
0,234,0.0,Frame-00094.png
0,548,0.0,Frame-00094.png
0,878,0.01601148409893993,Frame-00094.png
0,1687,0.0,Frame-00094.png
0,2159,0.0,Frame-00094.png
0,2290,0.05201418568700555,Frame-00094.png
0,2306,0.23615499750540495,Frame-00094.png
0,3071,0.3767491926803014,Frame-00094.png
0,3505,0.0,Frame-00094.png
0,-1,0.0,Frame-00094.png
1,1363,0.0,Frame-00217.png
1,2401,0.1141357822236799,Frame-00217.png
1,2447,0.34694686756542426,Frame-00217.png
1,3196,0.0,Frame-00217.png
1,3246,-0.0,Frame-00217.png
1,3330,0.2701863354037267,Frame-00217.png
2,1451,-0.0,Frame-00351.png
2,1806,-0.0,Frame-00351.png
2,1817,-0.0,Frame-00351.png
2,2066,0.36263128800442235,Frame-00351.png
2,2096,0.0,Frame-00351.png
2,2407,0.4211285379484406,Frame-00351.png
2,3234,-0.0,Frame-00351.png
2,3323,0.16808149405772496,Frame-00351.png
2,3376,-0.0,Frame-00351.png
2,3486,0.0,Frame-00351.png
3,1128,-0.0,Frame-00431.png
3,1264,0.0,Frame-00431.png
3,1324,-0.0,Frame-00431.png
3,1386,-0.0,Frame-00431.png
3,2070,0.0,Frame-00431.png
3,2090,-0.0,Frame-00431.png
3,2193,-0.0,Frame-00431.png
3,2407,0.29673556986332317,Frame-00431.png
3,3178,0.257417694079393,Frame-00431.png
3,3228,0.05697851096158021,Frame-00431.png
3,3270,0.7833730086064823,Frame-00431.png
3,3325,0.23419027960217678,Frame-00431.png
3,3333,-0.0,Frame-00431.png
3,3489,0.0,Frame-00431.png
4,270,0.0,Frame-00527.png
4,526,0.0,Frame-00527.png
4,1166,0.0027458811782326512,Frame-00527.png
4,1967,-0.0,Frame-00527.png
4,2078,0.0,Frame-00527.png
4,2092,0.0,Frame-00527.png
4,2286,0.41284077439747136,Frame-00527.png
4,2315,0.19109428519920676,Frame-00527.png
4,2328,0.674959437533802,Frame-00527.png
4,2350,0.039145509450844426,Frame-00527.png
4,2385,0.0,Frame-00527.png
4,2426,0.0,Frame-00527.png
4,2915,0.7589108910891089,Frame-00527.png
4,2933,0.003447851249846078,Frame-00527.png
4,3489,0.0,Frame-00527.png
5,25,0.0,Frame-00871.png
5,219,0.0,Frame-00871.png
5,230,0.0,Frame-00871.png
5,403,0.0,Frame-00871.png
5,536,0.0,Frame-00871.png
5,595,0.0,Frame-00871.png
5,790,0.0,Frame-00871.png
5,974,0.0,Frame-00871.png
5,1193,0.4678536102868447,Frame-00871.png
5,1294,-0.0,Frame-00871.png
5,1694,0.0,Frame-00871.png
5,1834,0.0,Frame-00871.png
5,1842,-0.0,Frame-00871.png
5,2356,0.07571660356949703,Frame-00871.png
5,2362,0.4814462416745956,Frame-00871.png
5,2530,0.0,Frame-00871.png
5,3237,-0.0,Frame-00871.png
6,170,0.05970149253731343,Frame-00923.png
6,231,-0.0,Frame-00923.png
6,408,-0.0,Frame-00923.png
6,475,-0.0,Frame-00923.png
6,654,0.0,Frame-00923.png
6,2241,0.37081881533101047,Frame-00923.png
6,2401,0.0,Frame-00923.png
6,2476,-0.0,Frame-00923.png
6,2496,0.007294164668265388,Frame-00923.png
6,2619,-0.0,Frame-00923.png
6,3137,0.0,Frame-00923.png
7,690,-0.0,Frame-00949.png
7,881,-0.0,Frame-00949.png
7,910,0.3806245389722154,Frame-00949.png
7,1377,0.0,Frame-00949.png
7,1576,0.0,Frame-00949.png
7,1649,-0.0,Frame-00949.png
7,1970,-0.0,Frame-00949.png
7,2079,0.0,Frame-00949.png
7,2129,0.0,Frame-00949.png
7,2338,0.35767081305210024,Frame-00949.png
7,2447,0.0,Frame-00949.png
7,2453,0.0,Frame-00949.png
7,3013,-0.0,Frame-00949.png
7,3277,0.10881564422015455,Frame-00949.png
7,-1,0.0,Frame-00949.png
7,-1,0.0,Frame-00949.png
8,1136,0.42355889724310775,Frame-01038.png
8,1175,0.07205808990632448,Frame-01038.png
8,1906,-0.0,Frame-01038.png
8,2015,0.0,Frame-01038.png
8,2331,0.19469983775013522,Frame-01038.png
8,2351,0.43948438446232374,Frame-01038.png
8,2360,0.10828676161288384,Frame-01038.png
8,2453,0.0,Frame-01038.png
8,2914,0.016097696364140993,Frame-01038.png
8,3275,0.07297341918441473,Frame-01038.png
8,3321,0.0,Frame-01038.png
8,3404,0.0,Frame-01038.png
8,3487,0.0,Frame-01038.png
8,3490,0.0,Frame-01038.png
8,3493,0.0,Frame-01038.png
9,46,0.0,Frame-01318.png
9,231,-0.0,Frame-01318.png
9,293,-0.0,Frame-01318.png
9,1260,0.0,Frame-01318.png
9,1968,0.04726342710997442,Frame-01318.png
9,2160,0.20138481398896843,Frame-01318.png
9,2281,0.3917284746855853,Frame-01318.png
9,2312,0.0,Frame-01318.png
9,2332,0.05038028597505324,Frame-01318.png
9,2537,0.0,Frame-01318.png
9,2841,-0.0,Frame-01318.png
9,-1,0.0,Frame-01318.png
10,94,0.0,Frame-01551.png
10,212,0.0,Frame-01551.png
10,271,0.0,Frame-01551.png
10,737,0.04749183734045711,Frame-01551.png
10,910,-0.0,Frame-01551.png
10,1008,0.13406998158379374,Frame-01551.png
10,1198,0.13406998158379374,Frame-01551.png
10,1258,-0.0,Frame-01551.png
10,1503,0.0,Frame-01551.png
10,1587,-0.0,Frame-01551.png
10,2308,0.10095547142599604,Frame-01551.png
10,2400,0.0,Frame-01551.png
10,2495,-0.0,Frame-01551.png
10,2531,0.0,Frame-01551.png
10,2744,0.0,Frame-01551.png
10,2848,0.7280660744896369,Frame-01551.png
10,2917,-0.0,Frame-01551.png
10,2932,0.04519083969465649,Frame-01551.png
10,3059,-0.0,Frame-01551.png
10,3149,-0.0,Frame-01551.png
10,3242,0.0,Frame-01551.png
11,38,0.0,Frame-01598.png
11,94,0.0,Frame-01598.png
11,212,0.0,Frame-01598.png
11,272,0.0,Frame-01598.png
11,352,0.0,Frame-01598.png
11,401,0.0,Frame-01598.png
11,527,0.0,Frame-01598.png
11,782,0.0,Frame-01598.png
11,974,-0.0,Frame-01598.png
11,1256,-0.0,Frame-01598.png
11,1837,0.0,Frame-01598.png
11,2261,0.13512811184449872,Frame-01598.png
11,2312,0.10828676161288384,Frame-01598.png
11,2338,0.26987335751233726,Frame-01598.png
11,2356,0.004050577480978707,Frame-01598.png
11,2407,0.0,Frame-01598.png
11,2524,0.0,Frame-01598.png
11,2744,0.0,Frame-01598.png
11,2927,0.3193844999061738,Frame-01598.png
11,3004,-0.0,Frame-01598.png
12,94,0.0,Frame-01646.png
12,110,-0.0,Frame-01646.png
12,212,0.0,Frame-01646.png
12,271,0.0,Frame-01646.png
12,743,0.11757105943152454,Frame-01646.png
12,910,-0.0,Frame-01646.png
12,1068,-0.0,Frame-01646.png
12,1184,-0.0,Frame-01646.png
12,1644,0.0,Frame-01646.png
12,1826,0.0,Frame-01646.png
12,2146,0.0,Frame-01646.png
12,2150,0.0,Frame-01646.png
12,2261,0.12006489994591671,Frame-01646.png
12,2265,0.6127636560302866,Frame-01646.png
12,2350,-0.0,Frame-01646.png
12,2524,0.0,Frame-01646.png
12,2744,0.0,Frame-01646.png
12,3189,0.0,Frame-01646.png
12,-1,0.0,Frame-01646.png
